cleaned_text,compound_score,predictedSentiment_vaders,predictedSentiment_naiveBayes,predictedEmotion_nb,predictedSentiment_svm,predictedEmotion_svm
mawbima cartoon lka srilanka srilankacrisis costoflivingcrisis,0.0,0,0.0,1,0.0,4
dayan kottachchi cartoon lka srilanka economiccrisislk srilankacrisis interimbudget2022lk imflk,0.0,0,0.0,1,0.0,4
srilankacrisis,0.0,0,1.0,1,0.0,3
hrcsrilanka told srilankas top intelligence unit secretary defense state intelligence unit attributed police unable accurately ascertain speeches made temple trees rally gotagogama assault may 6 srilankacrisis,0.5719,1,-1.0,5,-1.0,4
laugh relaxed time like whole situation country dream joke srilankacrisis joke drove whole nation situation shameless politicians,0.9267,1,1.0,4,1.0,4
drama get important positions wait watchsrilankacrisis lka,0.2023,1,1.0,1,1.0,3
participation peoples protest offence need assistance face repression please call මහජන උද්ඝෝෂණවලට සහභාගීවීම වැරැද්දක් නොවේ මර්දනයට මුහුණදීම සදහා සහය අවශ්‍ය නම් අමතන්න protestlk srilanka lka srilankacrisis apiaragale,-0.1058,-1,-1.0,0,0.0,3
jamila failed deliverwe waiting hear names mouthlka srilanka srilankacrisis realisation,-0.5661,-1,-1.0,3,-1.0,3
27yearold man gunned opposite balapitiya hospital lka srilankacrisis,0.0,0,-1.0,4,0.0,3
country also trying restructure debt 29 billion japan expected lead talks main creditors china srilankaeconomiccrisis srilankacrisis economictimesindiatimescom…,-0.3612,-1,1.0,4,1.0,3
lankadeepa cartoon dasa hapuwalana lka srilanka economiccrisislk srilankacrisis srilankaprotests aragalaya gohomegota iraqprotests,0.0,0,0.0,1,0.0,4
emergency loan authorized adb lka srilanka adb loan economiccrisislk srilankacrisis interimbudget2022lk,-0.4389,-1,0.0,4,0.0,3
lankadeepa cartoon dasa hapuwalana lka srilanka economiccrisislk srilankacrisis interimbudget2022lk,0.0,0,0.0,1,0.0,4
school holidays term 812 sep days incluisve new term start 13 september 2022 education ministry lka srilankacrisis,0.3818,1,1.0,0,1.0,0
asian development bank adb approved 200 million emergency assistance loan sri lanka funds repurposed ongoing adb projects lka srilankacrisis,0.0516,1,1.0,5,0.0,3
hpm sheikhhasina said bangladesh face srilankalike situation regime bnp awamileague albd1971 government pulled country state srilankacrisis economiccrisis fuelcrisis russiaukraineconflict bssnewsnetnewsflash79693,0.0,0,1.0,4,-1.0,3
රු500 ප්‍රවේශ පත්‍රයක් ලබාගන්නා අයෙකුට කුළුණේ ඉහළට යා හැක්කේ එක් වරක් පමණක් වන අතර රු2000 ප්‍රවේශ පත්‍ර ලබාගන්නා සංචාරකයන්ට පෝලිම්වල රැඳී නොසිට ප්‍රවේශ වීමේ අවස්ථාව හිමිවන අතර කිහිපවරක් කුළුණේ ඉහළට යාමේ අවස්ථාව lka srilankancrisis srilankacrisis,0.0,0,1.0,1,0.0,3
large number students apply uk australian universities according student migration agencies campus direct anzec panadura uniworldnews lka srilanka srilankacrisis economiccrisislk,0.0772,1,-1.0,1,1.0,4
சிறுபான்மையினரை அடக்கி ஆள முயல்வது நாட்டை பலவீனப்படுத்தும் இலங்கை மாஜி அதிபர் சந்திரிக்கா அட்வைஸ் srilankacrisis srilankaeconomiccrisis srilanka mahindarajapaksa gotabayarajapaksa chandrikakumartunga tamiloneindiacomnewscolo…,0.0,0,0.0,1,0.0,3
good decision partially combat injustice paternalism education downside poor continue lose lka srilankacrisis,-0.875,-1,1.0,1,-1.0,1
வரலாறு காணாத ஒற்றுமை இலங்கையில் விரட்டப்பட்ட ராஜபக்சேக்கள் மாஜி அதிபர் சந்திரிக்கா பெருமை srilankacrisis srilankaeconomiccrisis srilanka mahindarajapaksa gotabayarajapaksa chandrikakumartunga இலங்கைபொருளாதாரநெருக்கடி tamiloneindiacomnewscolo…,0.0,0,0.0,1,0.0,3
think 3rd world countries drinking champagne price wine lka srilanka srilankacrisis debtcrisis srilankaeconomiccrisis,0.296,1,-1.0,2,-1.0,4
adb approves usd 200 million emergency assistance loan newscutterlksrilankanews… lka lknews slnews srilanka srilankaeconomiccrisis srilankaprotests srilankancrisis srilankacrisis economiccrisislk,0.0258,1,0.0,4,0.0,3
reuters exclusive sri lanka international monetary fund reached preliminary agreement emergency loan 3 billion usd formal announcement made thursday 1st srilankacrisis srilanka,0.3612,1,0.0,5,0.0,3
ফের উত্তাল শ্রীলংকা এবার রাজপথে বিশ্ববিদ্যালয় শিক্ষার্থীরা যুগান্তর বাংলাদেশ শ্রীলংকা jugantor news newspaper srilankacrisis jugantorcominternational5…,0.0,0,1.0,1,0.0,3
கைதான பல்கலைக்கழக மாணவர் ஒன்றிய உறுப்பினர்கள் 28 பேருக்கும் பிணை iusf protestlk arrest arrested rally bail releasedonbail maradana srilankacrisis economiccrisislk srilanka lka sl மேலதிக விபரம் thinakaranlknode89643,0.0,0,-1.0,5,-1.0,3
غیر ملکی خبر ایجنسی کے مطابق سری لنکا نے آئی ایم ایف سے 3 ارب ڈالرز کا قرض مانگا ہے۔ مزید پڑھیں newstodayorgurdunewsnews… newstodayurdu srilankagovt srilankacrisis imf loanapproval breakingnews,0.0,0,1.0,1,0.0,3
balanced article srilankancrisis srilankaprotests srilankaeconomiccrisis srilankacrisis read highlighted parts source thehindu,0.0,0,1.0,3,0.0,3
நான் கையொப்பம் இடமாட்டேன் அறிவித்தார் ஜனாதிபதி விபரங்களுக்கு bitly3ckaije sooriyanfm sooriyanfm hirunews presidentranilwickramasinghe srilankacrisis supremecourt lka,0.0,0,1.0,1,0.0,3
sri lanka seeking boost energy cooperation saudi arabia invited kingdom set refinery south asian nation special envoy president ranil wickremesinghe said tuesday 30 lka srilankacrisis,0.7579,1,1.0,2,1.0,1
ஐஎம்எஃப் கடன் பணியாளர் மட்டத்தில் ஒப்பந்தம் ஏற்படுத்தப்பட்டது lka srilanka imf srilankacrisis srilankancrisis srilankaeconomiccrisis bitly3tx0duo,0.0,0,0.0,1,0.0,3
inflation soars 643 august lka srilanka inflation economiccrisislk srilankacrisis,0.0,0,1.0,1,0.0,3
උද්ධමනය තවත් ඉහළට lka srilanka inflation economiccrisislk srilankacrisis,0.0,0,0.0,1,0.0,3
பாடசாலைகளுக்கான தவணை விடுமுறை அறிவிப்பு விபரங்களுக்கு bitly3pv2boj sooriyanfm sooriyanfm hirunews educationministry schoolterm srilankaschools srilankacrisis lka,0.0,0,1.0,1,0.0,3
wholly resilience narratives nothing kinds violence deprivation instability trauma uncertainty subject lankans normalised glossed pull must survive srilankacrisis,-0.9022,-1,-1.0,5,-1.0,4
2வது ஒரு நாள் போட்டி ஜிம்பாப்வே அணி 96 ரன்களில் ஆல்அவுட் – ஆஸ்திரேலிய பந்துவீச்சாளர்கள் அபாரம் muthalvannewscom2e0aeb… lka srilanka srilankacrisis srilankaprotests protestlk coronavirusoutbreak,0.0,0,0.0,1,0.0,3
இந்தோனேசியாவில் கோர விபத்து பள்ளிக்குழந்தைகள் உள்பட 10 பேர் மரணம் muthalvannewscome0ae87… lka srilanka srilankacrisis srilankaprotests protestlk coronavirusoutbreak,0.0,0,0.0,1,0.0,3
செப்டம்பர் 15 முதல் தாமரை கோபுரம் திறப்பு நுழைவுக்கட்டணங்களும் அறிவிப்பு விபரங்களுக்குbitly3e9hmrk sooriyanfm sooriyanfm hirunews srilankaeconomiccrisis lotustower srilankacrisis lka,0.0,0,1.0,1,0.0,3
අන්තර් විශ්ව විද්‍යාල ශිෂ්‍ය බලමණ්ඩලය iusf ඊයේ 30 සංවිධානය කළ විරෝධතාවයේදී අත්අඩංගුවට ගත් 28 දෙනා ඇප මත මුදා හැරේ srilankacrisis protestlk politicalcrisislk economiccrisislk srilanka lka sl,0.0,0,0.0,0,0.0,3
அனைத்துப் பல்கலைக்கழக மாணவர் ஒன்றிய iusf எதிர்ப்பு ஆர்ப்பாட்டத்தின் போது நேற்று 30 மருதானையில் கைது செய்யப்பட்ட 28 பேருக்கும் மாளிகாகந்த நீதவான் நீதிமன்றத்தினால் பிணை srilankacrisis protestlk politicalcrisislk economiccrisislk srilanka lka sl,0.0,0,0.0,0,0.0,3
28 iusf members arrested yesterdays 30 protest march maradana granted bail maligakanda magistrates court srilankacrisis protestlk politicalcrisislk economiccrisislk srilanka lka sl,-0.4767,-1,0.0,5,0.0,3
srilanka யாழ் மாவட்ட பண்பாட்டு் விழா கலந்துரையாடல் விரிவான செய்திகளுக்குtimesceylonlk timesceylon slnews jaffna indianews worldnews srilankaeconomiccrisis srilankapoliticalcrisis srilankacrisis protestlk colombo lka lk timesceylonlknews14717ht…,0.0,0,0.0,1,0.0,3
நீர்கொழும்பில் பதற்றம் நீதிமன்றுக்கு அருகில் துப்பாக்கிச் சூடு – இருவர் படுங்காயம் muthalvannewscome0aea8… lka srilanka srilankacrisis srilankaprotests protestlk coronavirusoutbreak,0.0,0,0.0,1,0.0,3
28 persons arrested iusf protest yesterday released bail lka srilankacrisis,-0.6249,-1,0.0,0,0.0,3
மோசமான பொருளாதார நெருக்கடியுடன் போராடும் இலங்கை imf உடன் இலங்கை நாளை உடன்படிக்கை கைச்சாத்து muthalvannewscome0aeae… lka srilanka srilankacrisis srilankaprotests protestlk coronavirusoutbreak,0.0,0,0.0,1,0.0,3
crazy rats crawling holes අරගලයටජය reformsrilanka ranilrajapaksa srilankaprotests srilankacrisis gohomerajapaksas,-0.34,-1,-1.0,3,0.0,3
නෙළුම් කුළුණේ මෙහෙයුම් සැප්තැම්බර් 15 සිට ඇරඹේ ජනතාවට නැරඹීමට අවස්ථා දේශීය ප්‍රවේශ පත්‍ර රු500 වරක් පමණක් ඉහළට යාමට රු2000 පෝලිමේ නොසිට ඇතුළුවී අවස්ථා කිහිපයක් ඉහළට යාමට විදේශිකයන්ට usd 20 srilankacrisis economiccrisislk srilanka lka sl,0.0,0,0.0,5,0.0,3
lotus tower operations start september 15 people experience purchasing ticket domestic rs500 go top rs2000 enter without queuing go top several times foreigners usd 20 srilankacrisis srilanka lka sl,0.3818,1,1.0,5,0.0,4
srilanka imf reached preliminary agreement emergency loan crisishit country formal announcement made thursday four sources direct knowledge matter said srilankacrisis news18comnewsworldcrisis…,0.2732,1,1.0,3,-1.0,3
srilankaprotests srilanka srilankacrisis ranil wickramasinghe working premise imf partners believe situation countryhe keeps suppressing free speech protests inferring fascists cause harm,-0.4404,-1,-1.0,4,1.0,3
millions sri lankans battling calamitous decline living standards find forced skip meals ration medicines turn firewood place cooking gas aljazeeracomgallery20228… srilankacrisis,-0.6249,-1,-1.0,5,1.0,3
srilanka missed foreign direct investments fdi due failure stateowned entities putting forward planned structures projects investors consider top board investment official said slnews lka srilankacrisis economynextcomsrilankami…,-0.5719,-1,-1.0,3,-1.0,3
two persons injured admitted hospital following shooting incident near negombo courts lka srilankacrisis,-0.3182,-1,-1.0,5,-1.0,3
indian producers looking boost orthodox tea export supply sri lanka shrinks indiablooms first portal digital news management indiabloomscomfinancedeta… orthodoxtea tea srilanka srilankacrisis teaexport indiantea,0.4019,1,1.0,5,1.0,3
another seven persons arrested 9 may unrest ceylontodaylk20220831an… via ceylontoday srilankacrisis people instigated attacks peaceful protesters double standards imf interested parties must take account,0.3296,1,-1.0,3,1.0,3
srilanka பொதுஜன பெரமுனவின் 13 உறுப்பினர்கள் எதிர்க்கட்சியில் விரிவான செய்திகளுக்குtimesceylonlk timesceylon slnews parliament budget budget indianews worldnews srilankaeconomiccrisis srilankapoliticalcrisis srilankacrisis lk timesceylonlknews14714ht…,0.0,0,0.0,1,0.0,3
crisis pushes sri lankans poverty sri lanka throes starkest economic crisis since independence britain 1948 lankaneconomy srilankacrisis economiccrisis,0.0,0,1.0,5,1.0,3
crisisridden sri lanka strikes stafflevel agreement imf loan report srilankacrisis newsabplivecomnewsworld…,0.1779,1,0.0,3,0.0,3
exclusive imf mission colombo extended one day discussions still ongoing authorities imf lka srilankacrisis,0.0,0,1.0,5,0.0,1
imf mission colombo extended day lka srilanka srilankacrisis nimalsiripala imfnews imf economiccrisislk,0.0,0,0.0,1,0.0,1
cartoon tmdsbekanayaka lka srilanka economiccrisislk srilankacrisis interimbudget2022lk,0.0,0,0.0,1,0.0,4
sri lanka imf reached preliminary agreement emergency loan crisishit country formal announcement made thursday four sources direct knowledge matter said brecordercomnews40194864… srilankacrisis imf,0.2732,1,1.0,3,1.0,3
